,location,truth_date,year_week,value,data_source
8968,RO,2023/10/22,2023-W42,0.0,ERVISS
8967,RO,2023/10/29,2023-W43,0.5,ERVISS
8966,RO,2023/11/5,2023-W44,0.7,ERVISS
8965,RO,2023/11/12,2023-W45,0.7,ERVISS
8964,RO,2023/11/19,2023-W46,0.7,ERVISS
8963,RO,2023/11/26,2023-W47,1.0,ERVISS
8962,RO,2023/12/3,2023-W48,0.2,ERVISS
8961,RO,2023/12/10,2023-W49,1.6,ERVISS
8960,RO,2023/12/17,2023-W50,0.7,ERVISS
8959,RO,2023/12/24,2023-W51,3.4,ERVISS
8958,RO,2023/12/31,2023-W52,1.5,ERVISS
8957,RO,2024/1/7,2024-W01,8.6,ERVISS
8956,RO,2024/1/14,2024-W02,11.3,ERVISS
8955,RO,2024/1/21,2024-W03,20.7,ERVISS
8954,RO,2024/1/28,2024-W04,36.9,ERVISS
8953,RO,2024/2/4,2024-W05,36.6,ERVISS
8952,RO,2024/2/11,2024-W06,33.0,ERVISS
8951,RO,2024/2/18,2024-W07,24.1,ERVISS
8950,RO,2024/2/25,2024-W08,9.8,ERVISS
8949,RO,2024/3/3,2024-W09,6.4,ERVISS
8948,RO,2024/3/10,2024-W10,2.3,ERVISS
8947,RO,2024/3/17,2024-W11,1.9,ERVISS
8946,RO,2024/3/24,2024-W12,2.6,ERVISS
8945,RO,2024/3/31,2024-W13,1.2,ERVISS
8944,RO,2024/4/7,2024-W14,0.9,ERVISS
10240,SI,2017/10/8,2017-W40,0.0,ERVISS
10239,SI,2017/10/15,2017-W41,0.0,ERVISS
10238,SI,2017/10/22,2017-W42,0.0,ERVISS
10237,SI,2017/10/29,2017-W43,1.3,ERVISS
10236,SI,2017/11/5,2017-W44,0.0,ERVISS
10235,SI,2017/11/12,2017-W45,0.0,ERVISS
10234,SI,2017/11/19,2017-W46,0.0,ERVISS
10233,SI,2017/11/26,2017-W47,0.0,ERVISS
10232,SI,2017/12/3,2017-W48,0.0,ERVISS
10231,SI,2017/12/10,2017-W49,0.0,ERVISS
10230,SI,2017/12/17,2017-W50,2.5,ERVISS
10229,SI,2017/12/24,2017-W51,1.7,ERVISS
10228,SI,2017/12/31,2017-W52,0.0,ERVISS
10227,SI,2018/1/7,2018-W01,15.5,ERVISS
10226,SI,2018/1/14,2018-W02,19.4,ERVISS
10225,SI,2018/1/21,2018-W03,37.1,ERVISS
10224,SI,2018/1/28,2018-W04,63.1,ERVISS
10223,SI,2018/2/4,2018-W05,81.5,ERVISS
10222,SI,2018/2/11,2018-W06,63.1,ERVISS
10221,SI,2018/2/18,2018-W07,53.2,ERVISS
10220,SI,2018/2/25,2018-W08,59.7,ERVISS
10219,SI,2018/3/4,2018-W09,32.9,ERVISS
10218,SI,2018/3/11,2018-W10,51.2,ERVISS
10217,SI,2018/3/18,2018-W11,41.0,ERVISS
10216,SI,2018/3/25,2018-W12,18.5,ERVISS
10215,SI,2018/4/1,2018-W13,20.5,ERVISS
10214,SI,2018/4/8,2018-W14,5.2,ERVISS
10188,SI,2018/10/7,2018-W40,1.3,ERVISS
10187,SI,2018/10/14,2018-W41,0.0,ERVISS
10186,SI,2018/10/21,2018-W42,0.0,ERVISS
10185,SI,2018/10/28,2018-W43,0.0,ERVISS
10184,SI,2018/11/4,2018-W44,0.0,ERVISS
10183,SI,2018/11/11,2018-W45,0.0,ERVISS
10182,SI,2018/11/18,2018-W46,1.3,ERVISS
10181,SI,2018/11/25,2018-W47,0.0,ERVISS
10180,SI,2018/12/2,2018-W48,0.0,ERVISS
10179,SI,2018/12/9,2018-W49,0.0,ERVISS
10178,SI,2018/12/16,2018-W50,1.3,ERVISS
10177,SI,2018/12/23,2018-W51,6.2,ERVISS
10176,SI,2018/12/30,2018-W52,0.0,ERVISS
10175,SI,2019/1/6,2019-W01,3.4,ERVISS
10174,SI,2019/1/13,2019-W02,16.9,ERVISS
10173,SI,2019/1/20,2019-W03,34.6,ERVISS
10172,SI,2019/1/27,2019-W04,65.4,ERVISS
10171,SI,2019/2/3,2019-W05,84.8,ERVISS
10170,SI,2019/2/10,2019-W06,70.4,ERVISS
10169,SI,2019/2/17,2019-W07,98.2,ERVISS
10168,SI,2019/2/24,2019-W08,56.3,ERVISS
10167,SI,2019/3/3,2019-W09,28.3,ERVISS
10166,SI,2019/3/10,2019-W10,8.0,ERVISS
10165,SI,2019/3/17,2019-W11,23.7,ERVISS
10164,SI,2019/3/24,2019-W12,9.1,ERVISS
10163,SI,2019/3/31,2019-W13,0.0,ERVISS
10162,SI,2019/4/7,2019-W14,11.7,ERVISS
9927,SI,2023/10/8,2023-W40,0.0,ERVISS
9926,SI,2023/10/15,2023-W41,2.2,ERVISS
9925,SI,2023/10/22,2023-W42,1.1,ERVISS
9924,SI,2023/10/29,2023-W43,2.4,ERVISS
9923,SI,2023/11/5,2023-W44,4.4,ERVISS
9922,SI,2023/11/12,2023-W45,2.3,ERVISS
9921,SI,2023/11/19,2023-W46,3.4,ERVISS
9920,SI,2023/11/26,2023-W47,3.5,ERVISS
9919,SI,2023/12/3,2023-W48,0.0,ERVISS
9918,SI,2023/12/10,2023-W49,6.7,ERVISS
9917,SI,2023/12/17,2023-W50,11.7,ERVISS
9916,SI,2023/12/24,2023-W51,26.6,ERVISS
9915,SI,2023/12/31,2023-W52,30.6,ERVISS
9914,SI,2024/1/7,2024-W01,16.9,ERVISS
9913,SI,2024/1/14,2024-W02,46.4,ERVISS
9912,SI,2024/1/21,2024-W03,99.6,ERVISS
9911,SI,2024/1/28,2024-W04,125.6,ERVISS
9910,SI,2024/2/4,2024-W05,147.3,ERVISS
9909,SI,2024/2/11,2024-W06,129.1,ERVISS
9908,SI,2024/2/18,2024-W07,124.0,ERVISS
9907,SI,2024/2/25,2024-W08,70.3,ERVISS
9906,SI,2024/3/3,2024-W09,50.8,ERVISS
9905,SI,2024/3/10,2024-W10,11.8,ERVISS
9904,SI,2024/3/17,2024-W11,15.5,ERVISS
9903,SI,2024/3/24,2024-W12,3.5,ERVISS
9902,SI,2024/3/31,2024-W13,3.4,ERVISS
9901,SI,2024/4/7,2024-W14,1.1,ERVISS
9720,SK,2017/10/8,2017-W40,158.2,ERVISS
9719,SK,2017/10/15,2017-W41,142.9,ERVISS
9718,SK,2017/10/22,2017-W42,128.6,ERVISS
9717,SK,2017/10/29,2017-W43,130.6,ERVISS
9716,SK,2017/11/5,2017-W44,109.6,ERVISS
9715,SK,2017/11/12,2017-W45,113.9,ERVISS
9714,SK,2017/11/19,2017-W46,104.9,ERVISS
9713,SK,2017/11/26,2017-W47,129.7,ERVISS
9712,SK,2017/12/3,2017-W48,154.3,ERVISS
9711,SK,2017/12/10,2017-W49,150.5,ERVISS
9710,SK,2017/12/17,2017-W50,156.6,ERVISS
9709,SK,2017/12/24,2017-W51,152.6,ERVISS
9708,SK,2017/12/31,2017-W52,108.0,ERVISS
9707,SK,2018/1/7,2018-W01,93.7,ERVISS
9706,SK,2018/1/14,2018-W02,157.0,ERVISS
9705,SK,2018/1/21,2018-W03,214.1,ERVISS
9704,SK,2018/1/28,2018-W04,217.4,ERVISS
9703,SK,2018/2/4,2018-W05,725.6,ERVISS
9702,SK,2018/2/11,2018-W06,837.7,ERVISS
9701,SK,2018/2/18,2018-W07,941.1,ERVISS
9700,SK,2018/2/25,2018-W08,861.3,ERVISS
9699,SK,2018/3/4,2018-W09,653.0,ERVISS
9698,SK,2018/3/11,2018-W10,328.7,ERVISS
9697,SK,2018/3/18,2018-W11,254.5,ERVISS
9696,SK,2018/3/25,2018-W12,198.7,ERVISS
9695,SK,2018/4/1,2018-W13,140.2,ERVISS
9694,SK,2018/4/8,2018-W14,107.2,ERVISS
9668,SK,2018/10/7,2018-W40,123.4,ERVISS
9667,SK,2018/10/14,2018-W41,127.2,ERVISS
9666,SK,2018/10/21,2018-W42,114.7,ERVISS
9665,SK,2018/10/28,2018-W43,113.2,ERVISS
9664,SK,2018/11/4,2018-W44,72.8,ERVISS
9663,SK,2018/11/11,2018-W45,109.1,ERVISS
9662,SK,2018/11/18,2018-W46,115.1,ERVISS
9661,SK,2018/11/25,2018-W47,114.9,ERVISS
9660,SK,2018/12/2,2018-W48,143.4,ERVISS
9659,SK,2018/12/9,2018-W49,149.2,ERVISS
9658,SK,2018/12/16,2018-W50,165.7,ERVISS
9657,SK,2018/12/23,2018-W51,182.3,ERVISS
9656,SK,2018/12/30,2018-W52,44.7,ERVISS
9655,SK,2019/1/6,2019-W01,68.6,ERVISS
9654,SK,2019/1/13,2019-W02,156.8,ERVISS
9653,SK,2019/1/20,2019-W03,149.7,ERVISS
9652,SK,2019/1/27,2019-W04,217.4,ERVISS
9651,SK,2019/2/3,2019-W05,352.4,ERVISS
9650,SK,2019/2/10,2019-W06,506.4,ERVISS
9649,SK,2019/2/17,2019-W07,573.9,ERVISS
9648,SK,2019/2/24,2019-W08,499.7,ERVISS
9647,SK,2019/3/3,2019-W09,374.1,ERVISS
9646,SK,2019/3/10,2019-W10,241.3,ERVISS
9645,SK,2019/3/17,2019-W11,193.2,ERVISS
9644,SK,2019/3/24,2019-W12,138.9,ERVISS
9643,SK,2019/3/31,2019-W13,120.6,ERVISS
9642,SK,2019/4/7,2019-W14,97.3,ERVISS
