target,location,truth_date,year_week,season,value,data_source
ILI incidence,ES,2018/12/9,2018-W49,2018-2019,20.8,ERVISS
ILI incidence,ES,2018/12/16,2018-W50,2018-2019,29.8,ERVISS
ILI incidence,ES,2018/12/23,2018-W51,2018-2019,41.9,ERVISS
ILI incidence,ES,2018/12/30,2018-W52,2018-2019,36.9,ERVISS
ILI incidence,ES,2019/1/6,2019-W01,2018-2019,55.6,ERVISS
ILI incidence,ES,2019/1/13,2019-W02,2018-2019,116.5,ERVISS
ILI incidence,ES,2019/1/20,2019-W03,2018-2019,208.7,ERVISS
ILI incidence,ES,2019/1/27,2019-W04,2018-2019,250.5,ERVISS
ILI incidence,ES,2019/2/3,2019-W05,2018-2019,245.7,ERVISS
ILI incidence,ES,2019/2/10,2019-W06,2018-2019,203.8,ERVISS
ILI incidence,ES,2019/2/17,2019-W07,2018-2019,158.2,ERVISS
ILI incidence,ES,2019/2/24,2019-W08,2018-2019,108.5,ERVISS
ILI incidence,ES,2019/3/3,2019-W09,2018-2019,74.6,ERVISS
ILI incidence,ES,2019/3/10,2019-W10,2018-2019,41.5,ERVISS
ILI incidence,ES,2019/3/17,2019-W11,2018-2019,27.1,ERVISS
ILI incidence,ES,2019/3/24,2019-W12,2018-2019,20.4,ERVISS
ILI incidence,ES,2019/3/31,2019-W13,2018-2019,8.5,ERVISS
ILI incidence,ES,2019/4/7,2019-W14,2018-2019,9.9,ERVISS
ILI incidence,FI,2017/10/22,2017-W42,2017-2018,5.7,ERVISS
ILI incidence,FI,2017/10/29,2017-W43,2017-2018,13.1,ERVISS
ILI incidence,FI,2017/11/5,2017-W44,2017-2018,9.9,ERVISS
ILI incidence,FI,2017/11/12,2017-W45,2017-2018,12.5,ERVISS
ILI incidence,FI,2017/11/19,2017-W46,2017-2018,18.5,ERVISS
ILI incidence,FI,2017/11/26,2017-W47,2017-2018,18.5,ERVISS
ILI incidence,FI,2017/12/3,2017-W48,2017-2018,29.1,ERVISS
ILI incidence,FI,2017/12/10,2017-W49,2017-2018,43.8,ERVISS
ILI incidence,FI,2017/12/17,2017-W50,2017-2018,46.6,ERVISS
ILI incidence,FI,2017/12/24,2017-W51,2017-2018,72.7,ERVISS
ILI incidence,FI,2017/12/31,2017-W52,2017-2018,185.2,ERVISS
ILI incidence,FI,2018/1/7,2018-W01,2017-2018,206.2,ERVISS
ILI incidence,FI,2018/1/14,2018-W02,2017-2018,184.5,ERVISS
ILI incidence,FI,2018/1/21,2018-W03,2017-2018,269.6,ERVISS
ILI incidence,FI,2018/1/28,2018-W04,2017-2018,269.6,ERVISS
ILI incidence,FI,2018/2/4,2018-W05,2017-2018,327.2,ERVISS
ILI incidence,FI,2018/2/11,2018-W06,2017-2018,602.7,ERVISS
ILI incidence,FI,2018/2/18,2018-W07,2017-2018,445.0,ERVISS
ILI incidence,FI,2018/2/25,2018-W08,2017-2018,596.3,ERVISS
ILI incidence,FI,2018/3/4,2018-W09,2017-2018,619.6,ERVISS
ILI incidence,FI,2018/3/11,2018-W10,2017-2018,602.6,ERVISS
ILI incidence,FI,2018/3/18,2018-W11,2017-2018,532.5,ERVISS
ILI incidence,FI,2018/3/25,2018-W12,2017-2018,477.3,ERVISS
ILI incidence,FI,2018/4/1,2018-W13,2017-2018,389.6,ERVISS
ILI incidence,FI,2018/4/8,2018-W14,2017-2018,281.7,ERVISS
ILI incidence,FI,2018/10/21,2018-W42,2018-2019,0.6,ERVISS
ILI incidence,FI,2018/10/28,2018-W43,2018-2019,0.6,ERVISS
ILI incidence,FI,2018/11/4,2018-W44,2018-2019,1.4,ERVISS
ILI incidence,FI,2018/11/11,2018-W45,2018-2019,1.7,ERVISS
ILI incidence,FI,2018/11/18,2018-W46,2018-2019,1.8,ERVISS
ILI incidence,FI,2018/11/25,2018-W47,2018-2019,2.5,ERVISS
ILI incidence,FI,2018/12/2,2018-W48,2018-2019,2.6,ERVISS
ILI incidence,FI,2018/12/9,2018-W49,2018-2019,2.6,ERVISS
ILI incidence,FI,2018/12/16,2018-W50,2018-2019,3.1,ERVISS
ILI incidence,FI,2018/12/23,2018-W51,2018-2019,5.7,ERVISS
ILI incidence,FI,2018/12/30,2018-W52,2018-2019,2.9,ERVISS
ILI incidence,FI,2019/1/6,2019-W01,2018-2019,17.2,ERVISS
ILI incidence,FI,2019/1/13,2019-W02,2018-2019,10.3,ERVISS
ILI incidence,FI,2019/1/20,2019-W03,2018-2019,13.8,ERVISS
ILI incidence,FI,2019/2/3,2019-W05,2018-2019,26.7,ERVISS
ILI incidence,FI,2019/2/10,2019-W06,2018-2019,38.3,ERVISS
ILI incidence,FI,2019/2/17,2019-W07,2018-2019,41.5,ERVISS
ILI incidence,FI,2019/2/24,2019-W08,2018-2019,26.7,ERVISS
ILI incidence,FI,2019/3/3,2019-W09,2018-2019,43.9,ERVISS
ILI incidence,FI,2019/3/10,2019-W10,2018-2019,36.6,ERVISS
ILI incidence,FI,2019/3/17,2019-W11,2018-2019,29.3,ERVISS
ILI incidence,FI,2019/3/24,2019-W12,2018-2019,22.9,ERVISS
ILI incidence,FI,2019/3/31,2019-W13,2018-2019,17.3,ERVISS
ILI incidence,FI,2019/4/7,2019-W14,2018-2019,13.7,ERVISS
ILI incidence,FR,2017/10/22,2017-W42,2017-2018,14.9,ERVISS
ILI incidence,FR,2017/10/29,2017-W43,2017-2018,10.9,ERVISS
ILI incidence,FR,2017/11/5,2017-W44,2017-2018,12.8,ERVISS
ILI incidence,FR,2017/11/12,2017-W45,2017-2018,21.0,ERVISS
ILI incidence,FR,2017/11/19,2017-W46,2017-2018,20.1,ERVISS
ILI incidence,FR,2017/11/26,2017-W47,2017-2018,37.4,ERVISS
ILI incidence,FR,2017/12/3,2017-W48,2017-2018,56.3,ERVISS
ILI incidence,FR,2017/12/10,2017-W49,2017-2018,95.6,ERVISS
ILI incidence,FR,2017/12/17,2017-W50,2017-2018,194.1,ERVISS
ILI incidence,FR,2017/12/24,2017-W51,2017-2018,343.9,ERVISS
ILI incidence,FR,2017/12/31,2017-W52,2017-2018,448.3,ERVISS
ILI incidence,FR,2018/1/7,2018-W01,2017-2018,352.9,ERVISS
ILI incidence,FR,2018/1/14,2018-W02,2017-2018,296.9,ERVISS
ILI incidence,FR,2018/1/21,2018-W03,2017-2018,267.3,ERVISS
ILI incidence,FR,2018/1/28,2018-W04,2017-2018,263.0,ERVISS
ILI incidence,FR,2018/2/4,2018-W05,2017-2018,236.5,ERVISS
ILI incidence,FR,2018/2/11,2018-W06,2017-2018,208.0,ERVISS
ILI incidence,FR,2018/2/18,2018-W07,2017-2018,211.5,ERVISS
ILI incidence,FR,2018/2/25,2018-W08,2017-2018,197.6,ERVISS
ILI incidence,FR,2018/3/4,2018-W09,2017-2018,162.7,ERVISS
ILI incidence,FR,2018/3/11,2018-W10,2017-2018,140.1,ERVISS
ILI incidence,FR,2018/3/18,2018-W11,2017-2018,97.7,ERVISS
ILI incidence,FR,2018/3/25,2018-W12,2017-2018,78.0,ERVISS
ILI incidence,FR,2018/4/1,2018-W13,2017-2018,49.0,ERVISS
ILI incidence,FR,2018/4/8,2018-W14,2017-2018,34.0,ERVISS
ILI incidence,FR,2018/10/21,2018-W42,2018-2019,11.7,ERVISS
ILI incidence,FR,2018/10/28,2018-W43,2018-2019,9.8,ERVISS
ILI incidence,FR,2018/11/4,2018-W44,2018-2019,9.9,ERVISS
ILI incidence,FR,2018/11/11,2018-W45,2018-2019,16.6,ERVISS
ILI incidence,FR,2018/11/18,2018-W46,2018-2019,16.9,ERVISS
ILI incidence,FR,2018/11/25,2018-W47,2018-2019,23.9,ERVISS
ILI incidence,FR,2018/12/2,2018-W48,2018-2019,29.2,ERVISS
ILI incidence,FR,2018/12/9,2018-W49,2018-2019,29.6,ERVISS
ILI incidence,FR,2018/12/16,2018-W50,2018-2019,41.6,ERVISS
ILI incidence,FR,2018/12/23,2018-W51,2018-2019,58.8,ERVISS
ILI incidence,FR,2018/12/30,2018-W52,2018-2019,56.8,ERVISS
ILI incidence,FR,2019/1/6,2019-W01,2018-2019,77.4,ERVISS
ILI incidence,FR,2019/1/13,2019-W02,2018-2019,116.2,ERVISS
ILI incidence,FR,2019/1/20,2019-W03,2018-2019,226.2,ERVISS
ILI incidence,FR,2019/1/27,2019-W04,2018-2019,370.8,ERVISS
ILI incidence,FR,2019/2/3,2019-W05,2018-2019,547.2,ERVISS
ILI incidence,FR,2019/2/10,2019-W06,2018-2019,606.4,ERVISS
ILI incidence,FR,2019/2/17,2019-W07,2018-2019,472.7,ERVISS
ILI incidence,FR,2019/2/24,2019-W08,2018-2019,265.5,ERVISS
ILI incidence,FR,2019/3/3,2019-W09,2018-2019,135.9,ERVISS
ILI incidence,FR,2019/3/10,2019-W10,2018-2019,76.5,ERVISS
ILI incidence,FR,2019/3/17,2019-W11,2018-2019,48.5,ERVISS
ILI incidence,FR,2019/3/24,2019-W12,2018-2019,34.2,ERVISS
ILI incidence,FR,2019/3/31,2019-W13,2018-2019,25.7,ERVISS
ILI incidence,FR,2019/4/7,2019-W14,2018-2019,22.0,ERVISS
ILI incidence,GB-ENG,2023/10/22,2023-W42,2023-2024,3.501837115,FluID
ILI incidence,GB-ENG,2023/10/29,2023-W43,2023-2024,3.200426887,FluID
ILI incidence,GB-ENG,2023/11/5,2023-W44,2023-2024,3.308038195,FluID
ILI incidence,GB-ENG,2023/11/12,2023-W45,2023-2024,3.817564731,FluID
ILI incidence,GB-ENG,2023/11/19,2023-W46,2023-2024,3.396232878,FluID
ILI incidence,GB-ENG,2023/11/26,2023-W47,2023-2024,3.81004887,FluID
ILI incidence,GB-ENG,2023/12/3,2023-W48,2023-2024,4.618276281,FluID
ILI incidence,GB-ENG,2023/12/10,2023-W49,2023-2024,5.334371758,FluID
ILI incidence,GB-ENG,2023/12/17,2023-W50,2023-2024,6.335146106,FluID
ILI incidence,GB-ENG,2023/12/24,2023-W51,2023-2024,7.674647437,FluID
ILI incidence,GB-ENG,2023/12/31,2023-W52,2023-2024,4.877002474,FluID
ILI incidence,GB-ENG,2024/1/7,2024-W01,2023-2024,7.462624008,FluID
ILI incidence,GB-ENG,2024/1/14,2024-W02,2023-2024,7.990226863,FluID
ILI incidence,GB-ENG,2024/1/21,2024-W03,2023-2024,7.504110166,FluID
ILI incidence,GB-ENG,2024/1/28,2024-W04,2023-2024,9.837762066,FluID
ILI incidence,GB-ENG,2024/2/4,2024-W05,2023-2024,9.579475787,FluID
ILI incidence,GB-ENG,2024/2/11,2024-W06,2023-2024,9.1490214,FluID
ILI incidence,GB-ENG,2024/2/18,2024-W07,2023-2024,7.610457963,FluID
ILI incidence,GB-ENG,2024/2/25,2024-W08,2023-2024,6.679506735,FluID
ILI incidence,GB-ENG,2024/3/3,2024-W09,2023-2024,5.710512879,FluID
ILI incidence,GB-ENG,2024/3/10,2024-W10,2023-2024,5.336483856,FluID
ILI incidence,GB-ENG,2024/3/17,2024-W11,2023-2024,5.466156093,FluID
ILI incidence,GB-ENG,2024/3/24,2024-W12,2023-2024,4.910543936,FluID
ILI incidence,GB-ENG,2024/3/31,2024-W13,2023-2024,3.391724675,FluID
ILI incidence,GB-ENG,2024/4/7,2024-W14,2023-2024,3.409054956,FluID
ILI incidence,GB-NIR,2023/10/22,2023-W42,2023-2024,3.592354221,FluID
ILI incidence,GB-NIR,2023/10/29,2023-W43,2023-2024,3.35348693,FluID
ILI incidence,GB-NIR,2023/11/5,2023-W44,2023-2024,2.861199629,FluID
ILI incidence,GB-NIR,2023/11/12,2023-W45,2023-2024,4.152933288,FluID
ILI incidence,GB-NIR,2023/11/19,2023-W46,2023-2024,3.672928255,FluID
ILI incidence,GB-NIR,2023/11/26,2023-W47,2023-2024,3.706530907,FluID
ILI incidence,GB-NIR,2023/12/3,2023-W48,2023-2024,4.227694683,FluID
ILI incidence,GB-NIR,2023/12/10,2023-W49,2023-2024,6.464966347,FluID
ILI incidence,GB-NIR,2023/12/17,2023-W50,2023-2024,7.031460836,FluID
ILI incidence,GB-NIR,2023/12/24,2023-W51,2023-2024,9.257049961,FluID
ILI incidence,GB-NIR,2023/12/31,2023-W52,2023-2024,8.713457936,FluID
ILI incidence,GB-NIR,2024/1/7,2024-W01,2023-2024,14.89976566,FluID
ILI incidence,GB-NIR,2024/1/14,2024-W02,2023-2024,16.38228202,FluID
ILI incidence,GB-NIR,2024/1/21,2024-W03,2023-2024,17.41012818,FluID
ILI incidence,GB-NIR,2024/1/28,2024-W04,2023-2024,19.17265833,FluID
ILI incidence,GB-NIR,2024/2/4,2024-W05,2023-2024,17.21728112,FluID
ILI incidence,GB-NIR,2024/2/11,2024-W06,2023-2024,16.00591107,FluID
ILI incidence,GB-NIR,2024/2/18,2024-W07,2023-2024,13.58551793,FluID
ILI incidence,GB-NIR,2024/2/25,2024-W08,2023-2024,11.50588323,FluID
ILI incidence,GB-NIR,2024/3/3,2024-W09,2023-2024,9.37687749,FluID
ILI incidence,GB-NIR,2024/3/10,2024-W10,2023-2024,9.762712913,FluID
ILI incidence,GB-NIR,2024/3/17,2024-W11,2023-2024,9.375576912,FluID
ILI incidence,GB-NIR,2024/3/24,2024-W12,2023-2024,6.475444534,FluID
ILI incidence,GB-NIR,2024/3/31,2024-W13,2023-2024,6.668738164,FluID
ILI incidence,GB-NIR,2024/4/7,2024-W14,2023-2024,4.639373298,FluID
ILI incidence,GB-SCT,2023/10/22,2023-W42,2023-2024,2.698267344,FluID
ILI incidence,GB-SCT,2023/10/29,2023-W43,2023-2024,2.59437673,FluID
ILI incidence,GB-SCT,2023/11/5,2023-W44,2023-2024,1.890609343,FluID
ILI incidence,GB-SCT,2023/11/12,2023-W45,2023-2024,7.035509388,FluID
ILI incidence,GB-SCT,2023/11/19,2023-W46,2023-2024,2.274557866,FluID
ILI incidence,GB-SCT,2023/11/26,2023-W47,2023-2024,4.297954257,FluID
ILI incidence,GB-SCT,2023/12/3,2023-W48,2023-2024,4.67899966,FluID
ILI incidence,GB-SCT,2023/12/10,2023-W49,2023-2024,4.295216253,FluID
ILI incidence,GB-SCT,2023/12/17,2023-W50,2023-2024,3.831283765,FluID
ILI incidence,GB-SCT,2023/12/24,2023-W51,2023-2024,7.120453325,FluID
ILI incidence,GB-SCT,2023/12/31,2023-W52,2023-2024,6.771331627,FluID
ILI incidence,GB-SCT,2024/1/7,2024-W01,2023-2024,16.73327906,FluID
ILI incidence,GB-SCT,2024/1/14,2024-W02,2023-2024,7.088029989,FluID
ILI incidence,GB-SCT,2024/1/21,2024-W03,2023-2024,9.579841593,FluID
ILI incidence,GB-SCT,2024/1/28,2024-W04,2023-2024,9.297001232,FluID
ILI incidence,GB-SCT,2024/2/4,2024-W05,2023-2024,13.55568908,FluID
ILI incidence,GB-SCT,2024/2/11,2024-W06,2023-2024,7.792346344,FluID
ILI incidence,GB-SCT,2024/2/18,2024-W07,2023-2024,15.06280469,FluID
ILI incidence,GB-SCT,2024/2/25,2024-W08,2023-2024,13.44852443,FluID
ILI incidence,GB-SCT,2024/3/3,2024-W09,2023-2024,5.38158172,FluID
ILI incidence,GB-SCT,2024/3/10,2024-W10,2023-2024,8.068064396,FluID
ILI incidence,GB-SCT,2024/3/17,2024-W11,2023-2024,7.523938665,FluID
ILI incidence,GB-SCT,2024/3/24,2024-W12,2023-2024,7.176549317,FluID
ILI incidence,GB-SCT,2024/3/31,2024-W13,2023-2024,6.096787928,FluID
ILI incidence,GB-SCT,2024/4/7,2024-W14,2023-2024,4.71664387,FluID
ILI incidence,GB-WLS,2023/10/22,2023-W42,2023-2024,1.716098475,FluID
ILI incidence,GB-WLS,2023/10/29,2023-W43,2023-2024,7.461981206,FluID
ILI incidence,GB-WLS,2023/11/5,2023-W44,2023-2024,3.753819511,FluID
ILI incidence,GB-WLS,2023/11/12,2023-W45,2023-2024,3.985572229,FluID
ILI incidence,GB-WLS,2023/11/19,2023-W46,2023-2024,3.25497197,FluID
ILI incidence,GB-WLS,2023/11/26,2023-W47,2023-2024,4.172775146,FluID
ILI incidence,GB-WLS,2023/12/3,2023-W48,2023-2024,4.767773664,FluID
ILI incidence,GB-WLS,2023/12/10,2023-W49,2023-2024,7.389362179,FluID
ILI incidence,GB-WLS,2023/12/17,2023-W50,2023-2024,7.062645667,FluID
ILI incidence,GB-WLS,2023/12/24,2023-W51,2023-2024,7.441897386,FluID
ILI incidence,GB-WLS,2023/12/31,2023-W52,2023-2024,6.945770894,FluID
ILI incidence,GB-WLS,2024/1/7,2024-W01,2023-2024,10.16933178,FluID
ILI incidence,GB-WLS,2024/1/14,2024-W02,2023-2024,9.952054514,FluID
ILI incidence,GB-WLS,2024/1/21,2024-W03,2023-2024,9.439639406,FluID
ILI incidence,GB-WLS,2024/1/28,2024-W04,2023-2024,15.17295793,FluID
ILI incidence,GB-WLS,2024/2/4,2024-W05,2023-2024,14.39545009,FluID
ILI incidence,GB-WLS,2024/2/11,2024-W06,2023-2024,9.327556794,FluID
ILI incidence,GB-WLS,2024/2/18,2024-W07,2023-2024,7.854784668,FluID
ILI incidence,GB-WLS,2024/2/25,2024-W08,2023-2024,7.750395916,FluID
ILI incidence,GB-WLS,2024/3/3,2024-W09,2023-2024,6.843738569,FluID
ILI incidence,GB-WLS,2024/3/10,2024-W10,2023-2024,6.135765614,FluID
ILI incidence,GB-WLS,2024/3/17,2024-W11,2023-2024,7.551711525,FluID
ILI incidence,GB-WLS,2024/3/24,2024-W12,2023-2024,6.522698992,FluID
ILI incidence,GB-WLS,2024/3/31,2024-W13,2023-2024,4.960059124,FluID
ILI incidence,GB-WLS,2024/4/7,2024-W14,2023-2024,4.714890567,FluID
ILI incidence,GR,2017/10/22,2017-W42,2017-2018,296.9,ERVISS
ILI incidence,GR,2017/10/29,2017-W43,2017-2018,328.7,ERVISS
ILI incidence,GR,2017/11/5,2017-W44,2017-2018,331.0,ERVISS
ILI incidence,GR,2017/11/12,2017-W45,2017-2018,276.4,ERVISS
ILI incidence,GR,2017/11/19,2017-W46,2017-2018,312.2,ERVISS
ILI incidence,GR,2017/11/26,2017-W47,2017-2018,292.3,ERVISS
ILI incidence,GR,2017/12/3,2017-W48,2017-2018,313.1,ERVISS
ILI incidence,GR,2017/12/10,2017-W49,2017-2018,313.0,ERVISS
ILI incidence,GR,2017/12/17,2017-W50,2017-2018,315.8,ERVISS
ILI incidence,GR,2017/12/24,2017-W51,2017-2018,288.9,ERVISS
ILI incidence,GR,2017/12/31,2017-W52,2017-2018,316.4,ERVISS
ILI incidence,GR,2018/1/7,2018-W01,2017-2018,381.7,ERVISS
ILI incidence,GR,2018/1/14,2018-W02,2017-2018,442.5,ERVISS
ILI incidence,GR,2018/1/21,2018-W03,2017-2018,487.4,ERVISS
ILI incidence,GR,2018/1/28,2018-W04,2017-2018,483.7,ERVISS
ILI incidence,GR,2018/2/4,2018-W05,2017-2018,680.9,ERVISS
ILI incidence,GR,2018/2/11,2018-W06,2017-2018,810.1,ERVISS
ILI incidence,GR,2018/2/18,2018-W07,2017-2018,804.3,ERVISS
ILI incidence,GR,2018/2/25,2018-W08,2017-2018,732.1,ERVISS
ILI incidence,GR,2018/3/4,2018-W09,2017-2018,585.6,ERVISS
ILI incidence,GR,2018/3/11,2018-W10,2017-2018,565.8,ERVISS
ILI incidence,GR,2018/3/18,2018-W11,2017-2018,433.7,ERVISS
ILI incidence,GR,2018/3/25,2018-W12,2017-2018,438.8,ERVISS
ILI incidence,GR,2018/4/1,2018-W13,2017-2018,387.8,ERVISS
ILI incidence,GR,2018/4/8,2018-W14,2017-2018,288.0,ERVISS
ILI incidence,GR,2018/10/21,2018-W42,2018-2019,246.1,ERVISS
ILI incidence,GR,2018/10/28,2018-W43,2018-2019,285.0,ERVISS
ILI incidence,GR,2018/11/4,2018-W44,2018-2019,298.4,ERVISS
ILI incidence,GR,2018/11/11,2018-W45,2018-2019,268.0,ERVISS
ILI incidence,GR,2018/11/18,2018-W46,2018-2019,363.7,ERVISS
ILI incidence,GR,2018/11/25,2018-W47,2018-2019,340.6,ERVISS
ILI incidence,GR,2018/12/2,2018-W48,2018-2019,326.1,ERVISS
ILI incidence,GR,2018/12/9,2018-W49,2018-2019,359.2,ERVISS
ILI incidence,GR,2018/12/16,2018-W50,2018-2019,448.3,ERVISS
ILI incidence,GR,2018/12/23,2018-W51,2018-2019,414.1,ERVISS
ILI incidence,GR,2018/12/30,2018-W52,2018-2019,239.0,ERVISS
ILI incidence,GR,2019/1/6,2019-W01,2018-2019,509.0,ERVISS
ILI incidence,GR,2019/1/13,2019-W02,2018-2019,606.9,ERVISS
ILI incidence,GR,2019/1/27,2019-W04,2018-2019,807.6,ERVISS
ILI incidence,GR,2019/2/3,2019-W05,2018-2019,921.2,ERVISS
ILI incidence,GR,2019/2/10,2019-W06,2018-2019,1241.8,ERVISS
ILI incidence,GR,2019/2/17,2019-W07,2018-2019,958.3,ERVISS
ILI incidence,GR,2019/2/24,2019-W08,2018-2019,681.7,ERVISS
ILI incidence,GR,2019/3/3,2019-W09,2018-2019,487.4,ERVISS
ILI incidence,GR,2019/3/10,2019-W10,2018-2019,462.5,ERVISS
ILI incidence,GR,2019/3/17,2019-W11,2018-2019,406.5,ERVISS
ILI incidence,GR,2019/3/24,2019-W12,2018-2019,379.1,ERVISS
ILI incidence,GR,2019/3/31,2019-W13,2018-2019,325.0,ERVISS
ILI incidence,GR,2019/4/7,2019-W14,2018-2019,334.9,ERVISS
ILI incidence,HR,2017/10/22,2017-W42,2017-2018,0.0,ERVISS
ILI incidence,HR,2017/10/29,2017-W43,2017-2018,0.0,ERVISS
ILI incidence,HR,2017/11/5,2017-W44,2017-2018,0.0,ERVISS
ILI incidence,HR,2017/11/12,2017-W45,2017-2018,0.1,ERVISS
ILI incidence,HR,2017/11/19,2017-W46,2017-2018,0.1,ERVISS
ILI incidence,HR,2017/11/26,2017-W47,2017-2018,0.1,ERVISS
ILI incidence,HR,2017/12/3,2017-W48,2017-2018,0.4,ERVISS
ILI incidence,HR,2017/12/10,2017-W49,2017-2018,1.4,ERVISS
ILI incidence,HR,2017/12/17,2017-W50,2017-2018,3.2,ERVISS
ILI incidence,HR,2017/12/24,2017-W51,2017-2018,5.6,ERVISS
ILI incidence,HR,2017/12/31,2017-W52,2017-2018,15.9,ERVISS
ILI incidence,HR,2018/1/7,2018-W01,2017-2018,64.3,ERVISS
ILI incidence,HR,2018/1/14,2018-W02,2017-2018,126.5,ERVISS
ILI incidence,HR,2018/1/21,2018-W03,2017-2018,146.9,ERVISS
ILI incidence,HR,2018/1/28,2018-W04,2017-2018,181.7,ERVISS
ILI incidence,HR,2018/2/4,2018-W05,2017-2018,212.5,ERVISS
ILI incidence,HR,2018/2/11,2018-W06,2017-2018,194.3,ERVISS
ILI incidence,HR,2018/2/18,2018-W07,2017-2018,167.5,ERVISS
ILI incidence,HR,2018/2/25,2018-W08,2017-2018,141.2,ERVISS
ILI incidence,HR,2018/3/4,2018-W09,2017-2018,115.8,ERVISS
ILI incidence,HR,2018/3/11,2018-W10,2017-2018,82.8,ERVISS
ILI incidence,HR,2018/3/18,2018-W11,2017-2018,39.0,ERVISS
ILI incidence,HR,2018/3/25,2018-W12,2017-2018,22.5,ERVISS
ILI incidence,HR,2018/4/1,2018-W13,2017-2018,9.5,ERVISS
ILI incidence,HR,2018/4/8,2018-W14,2017-2018,11.2,ERVISS
ILI incidence,HR,2018/10/21,2018-W42,2018-2019,0.1,ERVISS
ILI incidence,HR,2018/10/28,2018-W43,2018-2019,0.0,ERVISS
ILI incidence,HR,2018/11/4,2018-W44,2018-2019,0.0,ERVISS
ILI incidence,HR,2018/11/11,2018-W45,2018-2019,0.1,ERVISS
ILI incidence,HR,2018/11/18,2018-W46,2018-2019,0.0,ERVISS
ILI incidence,HR,2018/11/25,2018-W47,2018-2019,0.0,ERVISS
ILI incidence,HR,2018/12/2,2018-W48,2018-2019,0.1,ERVISS
ILI incidence,HR,2018/12/9,2018-W49,2018-2019,0.9,ERVISS
ILI incidence,HR,2018/12/16,2018-W50,2018-2019,5.1,ERVISS
ILI incidence,HR,2018/12/23,2018-W51,2018-2019,9.4,ERVISS
ILI incidence,HR,2018/12/30,2018-W52,2018-2019,11.5,ERVISS
ILI incidence,HR,2019/1/6,2019-W01,2018-2019,48.9,ERVISS
ILI incidence,HR,2019/1/13,2019-W02,2018-2019,129.2,ERVISS
ILI incidence,HR,2019/1/20,2019-W03,2018-2019,220.1,ERVISS
ILI incidence,HR,2019/1/27,2019-W04,2018-2019,269.6,ERVISS
ILI incidence,HR,2019/2/3,2019-W05,2018-2019,272.8,ERVISS
ILI incidence,HR,2019/2/10,2019-W06,2018-2019,198.0,ERVISS
ILI incidence,HR,2019/2/17,2019-W07,2018-2019,128.6,ERVISS
ILI incidence,HR,2019/2/24,2019-W08,2018-2019,72.8,ERVISS
ILI incidence,HR,2019/3/3,2019-W09,2018-2019,52.4,ERVISS
ILI incidence,HR,2019/3/10,2019-W10,2018-2019,29.9,ERVISS
ILI incidence,HR,2019/3/17,2019-W11,2018-2019,12.5,ERVISS
ILI incidence,HR,2019/3/24,2019-W12,2018-2019,9.3,ERVISS
ILI incidence,HR,2019/3/31,2019-W13,2018-2019,5.1,ERVISS
ILI incidence,HR,2019/4/7,2019-W14,2018-2019,3.2,ERVISS
ILI incidence,HU,2017/10/22,2017-W42,2017-2018,54.9,ERVISS
ILI incidence,HU,2017/10/29,2017-W43,2017-2018,45.3,ERVISS
ILI incidence,HU,2017/11/5,2017-W44,2017-2018,43.8,ERVISS
ILI incidence,HU,2017/11/12,2017-W45,2017-2018,53.6,ERVISS
ILI incidence,HU,2017/11/19,2017-W46,2017-2018,60.0,ERVISS
ILI incidence,HU,2017/11/26,2017-W47,2017-2018,73.2,ERVISS
ILI incidence,HU,2017/12/3,2017-W48,2017-2018,86.9,ERVISS
ILI incidence,HU,2017/12/10,2017-W49,2017-2018,88.9,ERVISS
ILI incidence,HU,2017/12/17,2017-W50,2017-2018,112.1,ERVISS
ILI incidence,HU,2017/12/24,2017-W51,2017-2018,91.1,ERVISS
ILI incidence,HU,2017/12/31,2017-W52,2017-2018,48.5,ERVISS
ILI incidence,HU,2018/1/7,2018-W01,2017-2018,101.2,ERVISS
ILI incidence,HU,2018/1/14,2018-W02,2017-2018,129.2,ERVISS
ILI incidence,HU,2018/1/21,2018-W03,2017-2018,171.4,ERVISS
ILI incidence,HU,2018/1/28,2018-W04,2017-2018,318.7,ERVISS
ILI incidence,HU,2018/2/4,2018-W05,2017-2018,486.3,ERVISS
ILI incidence,HU,2018/2/11,2018-W06,2017-2018,619.8,ERVISS
ILI incidence,HU,2018/2/18,2018-W07,2017-2018,703.3,ERVISS
ILI incidence,HU,2018/2/25,2018-W08,2017-2018,701.4,ERVISS
ILI incidence,HU,2018/3/4,2018-W09,2017-2018,578.0,ERVISS
ILI incidence,HU,2018/3/11,2018-W10,2017-2018,437.2,ERVISS
ILI incidence,HU,2018/3/18,2018-W11,2017-2018,232.0,ERVISS
ILI incidence,HU,2018/3/25,2018-W12,2017-2018,166.5,ERVISS
ILI incidence,HU,2018/4/1,2018-W13,2017-2018,89.9,ERVISS
ILI incidence,HU,2018/4/8,2018-W14,2017-2018,53.9,ERVISS
ILI incidence,HU,2018/10/21,2018-W42,2018-2019,43.6,ERVISS
ILI incidence,HU,2018/10/28,2018-W43,2018-2019,28.1,ERVISS
ILI incidence,HU,2018/11/4,2018-W44,2018-2019,25.8,ERVISS
ILI incidence,HU,2018/11/11,2018-W45,2018-2019,46.3,ERVISS
ILI incidence,HU,2018/11/18,2018-W46,2018-2019,49.2,ERVISS
ILI incidence,HU,2018/11/25,2018-W47,2018-2019,61.8,ERVISS
ILI incidence,HU,2018/12/2,2018-W48,2018-2019,72.1,ERVISS
